Etho_trial,Trial,Shelter,Order,Date,Animal_ID,Trap_ID,Mass,Sex,Dev_stage,Recap._no,Trials,Tagger,Observer,Weather,Temperature,Notes,Distance_moved,Mean_dist_AP,Total_dist_AP,Time_arena,TimeEdge1,TimeEdge2,TimeEdge3,TimeEdge4,TimeEdge5,TimeEdge6,TimeEdge7,TimeEdge8,TimeEdge9,TimeEdge10,TimeEdge11,TimeEdge12,TimeEdge13,TimeEdge14,TimeEdge15,TimeEdge16,TimeEdge17,TimeEdge18,TimeEdge19,TimeEdge20,TimeOuter1,TimeOuter2,TimeOuter3,TimeOuter4,TimeOuter5,TimeOuter6,TimeOuter7,TimeOuter8,TimeOuter9,TimeOuter10,TimeOuter11,TimeOuter12,TimeCenter1,TimeCenter2,TimeCenter3,TimeCenter4,SquaresEntered,TimeEdge,TimeOuter,TimeCenter,TimeNear,TimeFar,TimeShelter,Lat_Shelter,Lat_Entry,TimeMove,TimeStill,Velocity
Trial   389,AP,No,13,9.05.17,58,8.5,9.5,U,J,1,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,Sgu lille!!,749.13,41.1203,110819,180.11,1,0,1,1,1,1,1,1,2,2,2,3,2,2,2,5,1,0,0,1,1,1,0,0,0,1,4,3,0,0,0,0,0,0,0,0,22,163.627,8.1413,-,80.4121,91.3561,-,-,-,67.4661,112.51,4.17011
Trial   390,AP,No,14,9.05.17,41,9.2,25.5,M,A,2,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,"botfly, escaped after trials",2601.41,18.496,49920.8,180.11,10,7,4,2,2,1,0,0,2,2,1,3,1,1,2,6,13,11,15,17,10,3,2,0,0,0,2,3,2,12,12,8,2,0,2,4,30,104.969,38.3042,2.53582,126.39,19.419,-,-,-,114.178,65.8645,14.4488
Trial   391,AP,No,15,9.05.17,60,10.9,20.5,F,A,1,3,Monica,Monica,"sunny/windy, then cloudy/windy",9,,2737.33,30.212,81511.9,180.11,6,6,3,3,4,5,3,4,8,7,8,8,9,6,4,7,8,6,10,7,2,1,1,1,0,6,4,3,3,4,3,2,3,2,4,4,35,124.055,15.4818,3.93719,73.3385,70.1353,-,-,-,133.864,46.1785,15.2151
Trial   392,AP,No,16,9.05.17,52,11.4,32,F,A,3,2?,Monica,Monica,"sunny/windy, then cloudy/windy",9,preg = ex-botfly? Camera died during Agg,3437.92,24.172,65240.3,180.11,17,15,8,2,2,4,8,4,3,6,5,7,6,5,5,7,11,16,18,20,12,11,11,10,7,6,6,3,3,5,3,8,3,4,4,1,36,133.531,32.6987,2.26889,83.5485,84.9498,-,-,-,140.337,39.7055,19.095
-,AP,No,17,9.05.17,39,1.5,24,M,A,4,1,Monica,Monica,"sunny/windy, then cloudy/windy",9,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trial   393,OF,No,1,9.08.17,44,6.9,33,F,A,2,3,Monica,Monica,sunny,7.8,,1894.49,23.9292,64178,180.11,6,3,1,3,7,4,5,1,1,2,3,6,7,3,7,5,7,4,5,6,11,4,4,8,4,3,7,12,11,10,7,13,4,2,3,6,36,99.5641,73.4052,6.60647,106.504,73.0715,-,-,-,113.244,66.7987,10.6567
Trial   394,OF,No,2,9.08.17,?,8.3,25,M,A,?,3,Monica,Monica,sunny,7.8,,3676.29,26.4182,70906.5,180.11,15,13,10,13,12,10,9,5,5,6,8,6,5,5,9,10,12,11,8,12,10,6,10,7,6,5,8,12,11,7,9,10,7,6,11,7,36,103.301,36.5024,7.40725,76.0077,71.203,-,-,-,134.732,45.311,20.6485
Trial   395,OF,No,3,9.08.17,38,9.1,24,F,A,4,3,Monica,Monica,sunny,7.8,,3067.16,27.8939,74839.2,180.11,16,11,7,9,6,12,12,5,5,5,5,7,6,7,4,4,3,2,6,11,14,10,11,8,3,5,9,5,8,4,3,5,3,4,3,3,36,73.0048,48.1138,3.47006,74.7398,49.8488,-,-,-,133.197,46.8459,17.2273
Trial   396,OF,No,4,9.08.17,39,9.7,23,M,A,5,3,Monica,Monica,sunny,7.8,escaped after trials,1757.31,28.1913,75581,180.11,6,4,4,3,6,3,5,4,3,3,7,8,4,2,3,3,2,1,3,7,7,5,7,8,2,2,5,4,4,4,2,4,2,2,3,3,36,65.731,23.6899,3.93719,42.8419,50.5161,-,-,-,62.995,116.981,9.89253
Trial   397,OF,No,5,9.08.17,52,11.2,33,F,A,4,3,Monica,Monica,sunny,7.8,"ex-botfly, preg?",1908.65,26.6542,71699.7,180.11,7,6,11,13,7,5,9,7,5,1,2,2,2,2,0,1,3,1,7,9,4,3,5,7,6,4,5,3,4,3,4,5,1,3,4,5,35,124.856,24.0235,6.20608,59.5249,95.5602,-,-,-,111.042,69.0009,10.6723
Trial   398,OF,No,6,9.08.17,61,1.8,26,M,A,1,3,Monica,Monica,sunny,7.8,Botfly?,1058.53,19.998,53654.7,180.11,7,3,2,2,4,3,2,0,0,0,1,3,2,2,5,6,5,5,6,8,1,1,2,3,1,1,2,1,2,5,5,1,1,0,0,2,31,156.42,21.5544,2.06869,134.799,45.2443,-,-,-,110.441,69.6015,5.94987
Trial   399,OF,No,7,9.08.17,62,6.5,10,F,J,1,3,Monica,Monica,sunny,7.8,,745.501,19.1165,51289.4,180.11,4,3,2,2,2,4,4,1,1,1,2,3,3,2,1,3,0,0,0,2,0,0,0,1,2,4,2,1,1,0,0,0,0,0,2,1,25,154.151,10.6771,5.67222,105.503,64.997,-,-,-,71.9371,108.106,4.19039
Trial   400,OF,No,8,9.08.17,63,7.6,10.5,U,J,1,3,Monica,Monica,sunny,7.8,,2286.55,30.1473,80945.5,180.11,9,6,8,5,7,11,7,4,4,4,4,4,5,6,7,5,5,8,10,9,3,4,3,3,0,2,4,3,3,5,2,1,2,1,2,0,34,91.9567,16.2159,1.53484,60.5259,49.1815,-,-,-,142.072,37.9705,12.8332
Trial   401,OF,No,9,9.08.17,64,10.2,13,M,J,1,3,Monica,Monica,sunny,7.8,,1339.54,25.825,69417.6,180.11,8,4,5,4,6,6,4,4,6,7,3,4,1,4,4,3,2,2,4,6,1,2,3,4,0,2,5,0,1,0,0,0,2,1,1,2,31,119.317,39.4386,5.33856,86.2177,77.8762,-,-,-,97.7624,82.2806,7.5013
Trial   402,OF,No,10,9.08.17,58,9.5,10.5,U,A,2,3,Monica,Monica,sunny,7.8,,1847.21,37.3706,100788,180.11,2,4,4,3,5,9,4,5,5,2,13,14,1,1,1,1,1,1,1,1,0,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0,24,97.4955,5.40529,-,29.4955,73.4052,-,-,-,104.969,75.0735,10.275
Trial   403,OF,No,11,9.08.17,65,10.5,12,M,J,1,3,Monica,Monica,sunny,7.8,,1892.69,32.0887,86254.3,180.11,5,3,5,4,2,8,5,4,4,4,4,7,7,6,11,11,5,4,6,8,0,0,2,1,2,2,2,5,5,8,0,0,1,1,2,1,32,121.986,13.0795,0.734052,72.6711,63.1285,-,-,-,138.069,41.9744,10.5988
Trial   404,OF,No,12,9.08.17,60,11.9,22,F,J,2,3,Monica,Monica,sunny,7.8,,244.614,39.7449,106954,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179.909,-,-,179.909,-,-,-,-,4.67124,175.372,1.36675
Trial   405,OF,No,13,9.08.17,3,6.1,30.5,F,A,14,3,Monica,Monica,sunny,7.8,,679.042,35.6446,95848.3,180.11,2,0,0,1,3,4,7,3,3,3,2,1,3,5,3,1,0,0,1,1,1,1,1,3,1,1,2,1,2,0,0,0,0,1,0,0,26,170.434,7.47398,0.200196,90.6221,87.4857,-,-,-,56.6555,123.387,3.79972
Trial   406,OF,No,14,9.08.17,8,8.5,29,M,A,12,3,Monica,Monica,sunny,7.8,,1067.74,18.3694,49450.3,180.11,6,4,1,1,2,2,2,2,1,1,2,2,2,3,7,8,3,2,2,5,1,0,0,1,1,1,2,2,2,1,2,2,0,1,1,0,32,161.225,8.67516,0.33366,135.666,34.5672,-,-,-,89.2874,90.7555,5.9614
Trial   407,OF,No,15,9.08.17,46,2.7,27.5,F,A,3,3,Monica,Monica,sunny,7.8,botfly,3615.68,33.2219,89665.9,180.11,4,9,10,8,11,21,14,11,17,16,12,12,13,8,9,5,4,5,6,5,8,4,5,14,12,6,8,7,9,8,6,6,1,3,3,2,36,96.9616,32.8321,4.13738,40.4396,93.4915,-,-,-,136.333,43.6427,20.0823
Trial   408,OF,No,16,9.08.17,40,7.1,23.5,M,A,4,3,Monica,Monica,sunny,7.8,,574.637,29.8442,80221.3,180.11,0,0,0,0,0,0,2,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,4,1,0,0,2,1,13,119.45,49.6486,10.5437,49.5151,130.127,-,-,-,40.4396,139.603,3.21791
Trial   409,OF,No,17,9.08.17,49,7.9,18.5,F,J,3,3,Monica,Monica,sunny,7.8,,1236.55,38.7775,104544,180.11,2,3,3,4,6,4,4,2,3,7,8,6,2,1,1,3,4,2,1,2,2,0,2,3,2,1,1,1,1,2,2,1,0,1,0,1,33,145.075,13.1462,0.800784,29.5623,129.46,-,-,-,95.5602,84.4827,6.88341
Trial   410,OF,No,18,9.08.17,35,8.4,23,F,A,5,3,Monica,Monica,sunny,7.8,botfly,855.67,37.3407,100409,180.11,1,1,1,1,1,1,4,2,1,2,3,4,3,1,1,1,1,1,1,2,1,0,1,1,1,0,0,2,1,1,0,0,0,1,1,2,30,161.024,11.4779,7.27379,32.2983,147.478,-,-,-,71.5367,108.506,4.78808
Trial   411,AGG,No,1,9.08.17,44,6.9,33,F,A,2,3,Monica,Monica,sunny,7.8,,2031.65,25.7605,69295.9,180.11,6,5,1,1,1,2,2,1,1,6,4,7,5,3,11,10,13,11,10,9,4,4,3,2,2,4,13,9,10,17,11,5,3,2,1,1,36,129.794,47.0461,2.80274,128.459,51.1834,-,-,-,116.581,63.4621,11.36
-,AGG,No,2,9.08.17,?,8.3,25,M,A,?,3,Monica,Monica,sunny,7.8,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trial   412,AGG,No,3,9.08.17,38,9.1,24,F,A,4,3,Monica,Monica,sunny,7.8,,1394.72,23.1269,62142,180.11,21,22,5,4,2,1,2,2,2,3,2,2,2,2,2,4,3,6,7,3,3,1,3,1,0,0,1,0,1,1,3,5,3,2,2,5,33,116.781,14.2139,10.0765,116.514,24.5574,-,-,-,104.903,75.1402,7.81612
Trial   413,AGG,No,4,9.08.17,39,9.7,23,M,A,5,3,Monica,Monica,sunny,7.8,escaped after trials,696.462,24.1477,64884.8,180.11,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,5,6,5,3,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,1,18,25.5584,2.33562,0.266928,24.891,3.26987,-,-,-,37.4367,142.606,3.90303
Trial   414,AGG,No,5,9.08.17,52,11.2,33,F,A,4,3,Monica,Monica,sunny,7.8,"ex-botfly, preg?",1022.22,21.8326,58577,180.11,6,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,3,3,4,6,1,0,0,0,0,0,2,2,1,2,1,1,1,0,1,1,30,109.24,5.0049,0.467124,101.433,13.2797,-,-,-,77.943,102.1,5.74581
Trial   415,AGG,No,6,9.08.17,61,1.8,26,M,A,1,3,Monica,Monica,sunny,7.8,Botfly?,0.581947,52.573,141895,180.11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.11,-,-,-,180.11,-,-,-,-,180.043,0.00323227
Trial   416,AGG,No,7,9.08.17,62,6.5,10,F,J,1,3,Monica,Monica,sunny,7.8,,1650.34,17.5101,47189.8,180.11,9,4,2,3,1,0,0,1,2,4,3,2,1,1,1,4,6,8,12,15,3,2,2,0,0,2,4,1,1,0,2,4,3,0,0,3,29,154.418,19.5525,4.13738,150.481,27.627,-,-,-,115.046,64.997,9.19365
Trial   417,AGG,No,8,9.08.17,63,7.6,10.5,U,J,1,3,Monica,Monica,sunny,7.8,,2585.78,30.5632,82245.5,180.11,18,4,0,1,1,2,3,3,3,4,6,7,3,3,6,17,11,10,11,14,2,2,1,2,2,2,5,6,5,5,6,2,3,3,3,2,35,119.384,15.1482,3.47006,90.7555,47.2463,-,-,-,129.727,50.3159,14.4477
Trial   418,AGG,No,9,9.08.17,64,10.2,13,M,J,1,3,Monica,Monica,sunny,7.8,,1751.32,30.2379,81279.6,180.11,7,3,2,2,3,3,3,3,2,4,4,3,4,4,10,15,8,7,8,11,3,2,2,2,1,1,2,3,2,1,1,1,2,2,2,3,36,142.206,13.0127,4.67124,107.439,52.4514,-,-,-,106.304,73.7389,9.80723
Trial   419,AGG,No,10,9.08.17,58,9.5,10.5,U,A,2,3,Monica,Monica,sunny,7.8,,291.493,8.2635,22261.9,180.11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,178.508,1.20118,0.400392,180.11,-,-,-,-,31.7644,148.279,1.62504
Trial   420,AGG,No,11,9.08.17,65,10.5,12,M,J,1,3,Monica,Monica,sunny,7.8,,2088.26,25.9942,69950.3,180.11,9,4,3,1,3,2,1,1,1,4,5,4,4,4,3,9,11,11,12,13,2,2,2,1,0,1,1,1,2,3,4,6,1,0,0,0,32,112.243,13.8135,0.266928,92.3571,33.9666,-,-,-,125.323,54.7202,11.6679
Trial   421,AGG,No,12,9.08.17,60,11.9,22,F,J,2,3,Monica,Monica,sunny,7.8,,339.325,24.1366,64903.2,180.11,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,43.9764,0.133464,-,26.0255,18.0844,-,-,-,35.4347,144.608,1.89877
Trial   422,AGG,No,13,9.08.17,3,6.1,30.5,F,A,14,3,Monica,Monica,sunny,7.8,,1768.39,23.019,61852,180.11,14,5,3,7,4,3,2,1,2,3,4,4,1,1,0,5,2,2,2,7,2,0,1,2,0,1,1,0,1,1,1,2,1,1,0,0,30,117.382,8.87536,1.06771,64.3964,62.9283,-,-,-,105.103,74.94,9.91018
Trial   423,AGG,No,14,9.08.17,8,8.5,29,M,A,12,3,Monica,Monica,sunny,7.8,,359.539,30.2649,81503.4,180.11,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,2,1,1,0,0,0,1,2,1,2,0,2,1,0,1,1,21,173.17,6.13934,0.66732,176.172,3.80372,-,-,-,24.2904,155.686,2.00589
Trial   424,AGG,No,15,9.08.17,46,2.7,27.5,F,A,3,3,Monica,Monica,sunny,7.8,botfly,2525.82,30.8502,83141.2,180.11,5,3,2,1,1,2,5,5,5,8,11,14,12,9,13,14,6,4,6,5,2,2,3,1,2,1,2,3,5,9,2,1,1,3,1,2,36,86.4179,11.6781,1.6683,54.6535,45.1108,-,-,-,121.319,58.7242,14.0707
Trial   425,AGG,No,16,9.08.17,40,7.1,23.5,M,A,4,3,Monica,Monica,sunny,7.8,,887.857,26.5655,71567.4,180.11,1,0,0,0,0,0,0,0,0,0,0,5,5,2,3,1,0,2,2,2,0,0,1,0,1,1,2,3,0,1,1,1,1,2,1,0,20,120.518,11.1442,3.73699,60.7929,74.6064,-,-,-,71.3365,108.706,4.94787
Trial   426,AGG,No,17,9.08.17,49,7.9,18.5,F,J,3,3,Monica,Monica,sunny,7.8,,658.12,37.7768,101922,180.11,2,2,1,1,2,1,0,0,0,0,0,1,2,2,1,8,5,2,2,2,3,2,1,1,0,0,0,0,1,3,2,4,1,0,0,0,24,51.784,10.21,0.066732,43.3091,18.7517,-,-,-,48.1138,131.929,3.65806
Trial   427,AGG,No,18,9.08.17,35,8.4,23,F,A,5,3,Monica,Monica,sunny,7.8,botfly,1291.61,15.7799,42384.9,180.11,15,5,5,1,1,1,4,5,1,1,0,1,1,0,3,7,5,5,6,6,1,0,0,0,1,0,2,2,2,1,0,0,0,0,0,0,24,148.545,12.4122,-,136.6,24.3572,-,-,-,94.2923,85.7506,7.24373
Trial   428,AP,No,1,9.08.17,44,6.9,33,F,A,2,3,Monica,Monica,sunny,7.8,,2275.24,30.1253,81037,180.11,3,5,4,7,8,3,5,3,3,4,4,10,8,6,7,5,5,3,5,6,7,6,3,4,4,1,12,14,8,9,7,6,3,3,4,5,36,95.0931,55.6545,4.27085,71.47,83.5485,-,-,-,118.983,61.0598,12.7221
Trial   429,AP,No,2,9.08.17,?,8.3,25,M,A,?,3,Monica,Monica,sunny,7.8,,1309.01,22.1951,59593.8,180.11,10,5,3,3,2,3,3,1,0,3,6,10,6,4,8,8,7,6,8,11,1,0,1,0,0,2,7,4,2,4,1,2,0,0,1,0,29,154.752,17.684,0.133464,137.868,34.7006,-,-,-,97.2953,82.7477,7.3468
Trial   430,AP,No,3,9.08.17,38,9.1,24,F,A,4,3,Monica,Monica,sunny,7.8,,1676.41,21.971,59233.7,180.11,11,8,2,2,2,6,6,5,3,4,3,7,4,3,3,5,6,4,15,18,9,5,4,4,5,4,7,2,3,5,3,4,2,4,3,2,36,136.067,39.839,3.73699,123.454,56.1883,-,-,-,116.447,63.5956,9.33193
Trial   431,AP,No,4,9.08.17,39,9.7,23,M,A,5,3,Monica,Monica,sunny,7.8,escaped after trials,1306.97,41.8715,112844,180.11,1,1,1,1,3,4,5,2,1,4,4,4,3,2,3,8,8,4,4,3,1,1,3,5,5,4,4,1,3,4,3,1,0,2,1,2,35,52.1177,9.20902,0.734052,24.6908,37.3699,-,-,-,48.047,131.996,7.28079
Trial   432,AP,No,5,9.08.17,52,11.2,33,F,A,4,3,Monica,Monica,sunny,7.8,"ex-botfly, preg?",234.352,31.6995,85176.7,180.11,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,179.442,0.66732,-,-,180.11,-,-,-,11.2777,168.765,1.31333
Trial   433,AP,No,6,9.08.17,61,1.8,26,M,A,1,3,Monica,Monica,sunny,7.8,Botfly?,0.647751,54.7019,147640,180.11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.11,-,-,-,180.11,-,-,-,-,180.043,0.00359776
Trial   434,AP,No,7,9.08.17,62,6.5,10,F,J,1,3,Monica,Monica,sunny,7.8,,462.569,41.4533,111551,180.11,2,4,2,1,1,1,0,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,49.4484,0.734052,-,43.9764,6.20608,-,-,-,53.5191,126.524,2.58454
Trial   435,AP,No,8,9.08.17,63,7.6,10.5,U,J,1,3,Monica,Monica,sunny,7.8,,502.752,31.8915,86043.3,180.11,1,1,1,1,2,4,2,0,0,0,1,3,2,2,2,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,176.907,3.1364,-,27.5603,152.483,-,-,-,44.1766,135.866,2.79447
Trial   436,AP,No,9,9.08.17,64,10.2,13,M,J,1,3,Monica,Monica,sunny,7.8,,680.289,34.8517,93960.2,180.11,1,0,0,0,1,1,1,1,2,4,5,4,2,2,2,3,3,2,3,4,1,0,1,1,0,1,2,1,1,2,1,0,1,1,0,0,28,149.413,28.9617,1.73503,79.3443,100.765,-,-,-,80.4788,99.5641,3.7869
Trial   437,AP,No,10,9.08.17,58,9.5,10.5,U,A,2,3,Monica,Monica,sunny,7.8,,15.4552,35.1286,94741.8,180.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.11,-,-,-,180.11,-,-,-,0.266928,179.776,0.085969
Trial   438,AP,No,11,9.08.17,65,10.5,12,M,J,1,3,Monica,Monica,sunny,7.8,,45.8463,35.2067,94741.1,180.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.11,-,-,-,180.11,-,-,-,0.33366,179.709,0.25616
Trial   439,AP,No,12,9.08.17,60,11.9,22,F,J,2,3,Monica,Monica,sunny,7.8,,258.564,23.8599,64016,180.11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24.157,-,-,24.157,-,-,-,-,18.9519,161.091,1.45336
Trial   440,AP,No,13,9.08.17,3,6.1,30.5,F,A,14,3,Monica,Monica,sunny,7.8,,684.689,31.176,83957.1,180.11,1,1,1,2,3,2,1,0,0,0,3,5,2,2,3,4,2,1,1,1,1,0,1,0,0,0,2,2,3,2,2,2,1,1,3,3,29,146.877,21.6879,11.211,132.53,47.2463,-,-,-,61.5269,118.516,3.81991
Trial   441,AP,No,14,9.08.17,8,8.5,29,M,A,12,3,Monica,Monica,sunny,7.8,,951.1,22.8196,61384.6,180.11,4,2,0,0,1,3,4,0,2,1,1,1,2,0,1,3,4,4,2,4,2,2,1,3,1,0,1,2,2,1,1,1,2,1,2,2,31,168.832,7.54072,2.73601,160.424,18.685,-,-,-,50.6496,129.393,5.31811
Trial   442,AP,No,15,9.08.17,46,2.7,27.5,F,A,3,3,Monica,Monica,sunny,7.8,botfly,1939.72,35.2282,94975.1,180.11,4,4,2,3,4,2,2,2,5,5,4,7,8,10,12,14,12,9,8,6,4,4,3,2,4,7,5,4,4,7,4,2,2,4,5,2,36,98.9636,16.683,3.00294,77.7428,40.9067,-,-,-,74.7398,105.303,10.7977
Trial   443,AP,No,16,9.08.17,40,7.1,23.5,M,A,4,3,Monica,Monica,sunny,7.8,,549.732,34.1788,92111.8,180.11,2,1,1,1,1,1,3,2,2,5,8,7,5,2,2,2,0,0,0,1,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,21,167.564,7.40725,-,56.1883,118.783,-,-,-,48.5809,131.462,3.06242
Trial   444,AP,No,17,9.08.17,49,7.9,18.5,F,J,3,3,Monica,Monica,sunny,7.8,,708.307,33.9555,91645.8,180.11,1,2,1,2,2,5,0,0,1,0,2,2,2,3,2,1,0,1,0,0,3,2,1,0,0,1,2,1,1,0,1,2,1,0,1,1,26,169.366,9.60941,0.934248,31.4308,148.479,-,-,-,33.9666,146.076,3.9341
Trial   445,AP,No,18,9.08.17,35,8.4,23,F,A,5,3,Monica,Monica,sunny,7.8,botfly,882.749,28.3128,76189.7,180.11,1,0,0,1,1,1,1,1,1,1,3,2,1,1,2,1,2,2,1,4,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22,175.105,4.60451,-,59.0578,120.651,-,-,-,34.5672,145.476,4.93224
Trial   446,OF,No,1,9.12.17,29,2.4,25,M,A,5,3,Monica,Monica,sunny,16.2,Jumpy! Escaped after trials,4817.67,31.3271,83988,180.11,5,7,8,9,9,7,9,10,9,8,6,6,5,4,7,11,6,7,6,7,11,12,13,13,21,20,14,11,8,3,11,11,16,12,11,13,36,58.3238,42.4416,10.1433,41.5073,69.4013,-,-,-,141.338,38.6378,27.1102
Trial   447,OF,No,2,9.12.17,62,6.5,11,F,J,2,3,Monica,Monica,sunny,16.2,botfly,28.6311,46.2293,123617,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,179.976,0.162026
Trial   448,OF,No,3,9.12.17,41,7.4,23,M,A,3,3,Monica,Monica,sunny,16.2,botfly,3338.5,30.8809,82204.9,178.842,6,6,6,6,5,2,8,6,9,9,5,4,8,4,3,1,3,2,3,6,10,11,12,15,8,12,7,7,6,6,9,9,11,8,8,9,36,51.4504,35.4347,10.0098,46.9793,49.9155,-,-,-,124.789,53.9195,18.9072
Trial   449,OF,No,4,9.12.17,60,9.8,24,F,A,3,3,Monica,Monica,sunny,16.2,,185.797,37.4148,100459,180.11,0,0,0,0,0,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,180.11,-,-,-,180.11,-,-,-,11.211,168.832,1.04278
Trial   450,OF,No,5,9.12.17,52,11.2,21.5,F,A,5,3,Monica,Monica,sunny,16.2,ex-botfly,2042.64,28.1037,75486.5,180.11,13,6,8,9,12,8,5,4,2,6,6,5,2,4,5,5,6,3,2,10,8,5,3,7,5,5,8,2,3,6,6,4,3,4,3,3,36,126.924,26.8263,4.33758,70.9361,87.152,-,-,-,107.505,72.5377,11.4557
Trial   451,OF,No,6,9.12.17,39,11.7,22,M,A,6,2,Monica,Monica,sunny,16.2,escaped after Ag,484.322,28.2139,75810.7,180.11,3,2,1,2,18,18,2,1,0,0,0,4,0,1,1,2,3,2,2,4,2,1,1,0,0,0,4,1,1,2,0,0,0,0,0,0,23,175.305,4.8047,-,37.837,142.273,-,-,-,43.7095,136.333,2.71418
Trial   453,OF,Yes,7,9.12.17,3,6.1,31,F,A,15,3,Monica,Monica,sunny,16.2,,227.271,27.6864,74144.1,180.11,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,18,27.2267,6.473,-,24.2904,9.40921,146.41,0,12.212,12.8125,167.23,1.28228
Trial   454,OF,No,8,9.12.17,58,8.5,11.5,U,A,3,3,Monica,Monica,sunny,16.2,,246.627,37.0854,99648.4,180.11,0,0,0,0,0,1,1,1,1,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,176.239,2.33562,-,-,178.575,-,-,-,20.4867,159.556,1.38212
Trial   455,OF,No,9,9.12.17,38,10.2,22.5,F,A,5,3,Monica,Monica,sunny,16.2,,1304.82,20.3482,54635,180.11,10,13,8,6,7,6,4,3,2,2,2,4,3,3,3,3,3,2,2,4,3,2,1,1,0,1,3,4,2,2,1,0,1,1,2,2,34,157.554,11.8783,3.06967,112.11,60.3925,-,-,-,107.238,72.8046,7.32328
Trial   456,OF,No,10,9.12.17,10,1.1,30,F,A,9,3,Monica,Monica,sunny,16.2,,198.824,47.4366,127842,180.11,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,180.11,-,-,15.8822,164.227,-,-,-,15.4151,164.628,1.1076
Trial   457,OF,No,11,9.12.17,30,1.6,27,F,A,6,3,Monica,Monica,sunny,16.2,,2525.56,33.8867,91087.4,180.11,8,7,3,3,5,8,10,9,6,6,7,7,6,8,8,9,7,5,6,5,4,4,3,4,5,3,8,5,4,6,5,6,3,1,4,5,36,99.3639,16.3493,2.53582,53.1187,65.1304,-,-,-,124.989,55.0539,14.1429
Trial   458,OF,No,12,9.12.17,46,1.8,21,F,A,4,3,Monica,Monica,sunny,16.2,ex-botfly,3043.84,30.1809,81035.7,180.11,5,7,8,6,5,4,6,7,9,16,12,24,13,11,4,5,7,12,12,10,9,10,4,5,10,11,24,8,9,8,12,8,5,6,8,4,36,103.168,49.3817,15.6153,61.5269,106.638,-,-,-,138.335,41.7075,17.0835
